listing_id,property_id,team_id,street_part,unit_part,city,state,zipcode,full_address,token_set
922c3d59-e4c1-4517-aaf9-cee1cad6b93c,,f1afa0a4-b6db-4ccc-9e1b-c406aa1a6003,,228-2600 Arroyo Ave,,,,228-2600 Arroyo Ave,228-2600 arroyo ave
dc7e5d50-339b-426b-b793-d16ef546365c,3a4f7348-3a3c-4837-8a7e-b4f324f70271,f1afa0a4-b6db-4ccc-9e1b-c406aa1a6003,,"228-2600 Arroyo Ave, Dallas, TX, 75219",,,,"228-2600 Arroyo Ave, Dallas, TX, 75219","228-2600 75219 arroyo ave, dallas, tx,"
0c433f8e-d522-462b-9edc-641629191332,3a4f7348-3a3c-4837-8a7e-b4f324f70271,f1afa0a4-b6db-4ccc-9e1b-c406aa1a6003,,"230-2600 Arroyo Ave, Dallas, TX, 75219",,,,"230-2600 Arroyo Ave, Dallas, TX, 75219","230-2600 75219 arroyo ave, dallas, tx,"
f7cc4479-8bcf-4f5f-a9b4-5b518c80eafa,d8af8368-cd2c-463c-b33e-15ed0c4b5594,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
09e90dde-db20-4e8a-b9e4-6c5075296062,d419c547-0f4a-4fb5-89ab-b28226222193,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
6bf53b03-08a2-4cae-bae2-e6fa412ca15c,e123760d-cd1a-489f-a866-5e42bfebcc24,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
68a7c903-ac7e-4f3d-a9c3-b3b5a8e72a93,,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
5307c10f-aea8-4fb7-ada9-2e4cfb04da10,95d70725-0aa8-4290-93de-1f2f5765ee63,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
4c9408d4-0736-4b3d-966e-972e29faefce,4b82d9ce-7864-4c88-a4ab-c3f25bd60648,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
cd2b7c06-1507-4518-a7b8-4a8d27e7c6a3,19886ffd-5af5-4a6e-a856-0ff9c204d059,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
2aba5564-7f08-4dfb-bf16-b99863b44c5e,60205c8a-9867-4d04-9d3e-cc664557c97c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
69b96cf7-fc03-4f0f-a020-12a67e92a15e,e857f364-2c5b-4af2-9602-5c45286ace0a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
8d48ce77-1624-4b24-9961-66bae405307c,cae2bbe7-0828-4bf7-88b6-a6321113bbc2,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
666229c4-9c72-4451-a44e-7049c92b4ec4,0ecc0e3c-e515-424e-8ec2-cf369222713d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133,100 630,,,,,100 630,100 630
ee7cc20f-b3b0-4dd6-8771-bf3b850de86b,04f0fee5-a2b4-48bc-9743-e6a2da086795,685e0d3a-257a-49d4-ba42-cd4ffedb219e,10011 Everton Pl,,,,,10011 Everton Pl,10011 everton pl
be32b43c-3ad7-4ad2-b29a-16b2aaca62fd,,a8980a28-d78f-447f-bba4-1715e30c8615,10015 Alondra Blvd,,,,,10015 Alondra Blvd,10015 alondra blvd
21e04466-808f-4795-b49d-5c4ebc57abcb,,a8980a28-d78f-447f-bba4-1715e30c8615,10015 Alondra Blvd,,,,,10015 Alondra Blvd,10015 alondra blvd
f1b2ef96-b293-4c5f-8a72-d22adc267815,,a8980a28-d78f-447f-bba4-1715e30c8615,10015A Alondra Blvd,,,,,10015A Alondra Blvd,10015a alondra blvd
fa6567bd-d8a6-4207-8329-0444623ff22d,62fe39e1-5c0a-440f-9cbb-99e3158cecce,10ce2520-f333-48f4-b52c-110482d3e139,1002 Lauren Cir,,,,,1002 Lauren Cir,1002 cir lauren
ccb79771-8489-46b5-b11a-93595c4da4ca,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
e5a94042-577d-43da-bef3-5b37335020a2,6c4267f1-f128-42ad-9520-239e4aec1713,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
255e0a8e-8320-429b-aedf-b020f3ecf751,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
4081c24e-f3cc-4c4c-a1da-8868fbd5388e,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
45b4c71d-196b-4604-8082-9a260c8e1a74,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,A,,,,10069 Standifer Gap Rd   A,10069 a gap rd standifer
5f650350-c02f-4d57-a80e-5a70d9b55db3,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,A,,,,10069 Standifer Gap Rd   A,10069 a gap rd standifer
1b380819-0757-40f3-9ecb-43922b4e2e89,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,"A, Ooltewah, TN, 37363",,,,"10069 Standifer Gap Rd   A, Ooltewah, TN, 37363","10069 37363 a, gap ooltewah, rd standifer tn,"
f6cb1c88-22f6-4385-adc6-f8f74c78ec24,47864404-006d-4733-b8db-b6b3303f9d8a,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,B,,,,10069 Standifer Gap Rd   B,10069 b gap rd standifer
ca193ad9-cca2-4c85-a75e-ea8ed850bfeb,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,B,,,,10069 Standifer Gap Rd   B,10069 b gap rd standifer
646b1194-8025-4209-bc89-24b63a649311,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,C,,,,10069 Standifer Gap Rd   C,10069 c gap rd standifer
f21c5d1d-fdb6-4701-b136-1d259bbf61b9,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,"C, Ooltewah, TN, 37363",,,,"10069 Standifer Gap Rd   C, Ooltewah, TN, 37363","10069 37363 c, gap ooltewah, rd standifer tn,"
b9e8cd7f-bea6-43a0-9391-1f240880b905,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,"C, Ooltewah, TN, 37363",,,,"10069 Standifer Gap Rd   C, Ooltewah, TN, 37363","10069 37363 c, gap ooltewah, rd standifer tn,"
f5a274cf-8a17-42be-a1d7-94a4e5c83681,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
f9dca877-410f-4244-9a93-6d6fe6c8b98d,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
4b8481d8-bed2-4f36-bdfc-99c0e0ed3d87,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
ccba2735-691a-4401-9c0c-d218e7f3800d,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
c8b6862f-5f3f-4a2f-b304-dffadb2410d4,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,4326,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN 4326,10069 4326 gap ooltewah rd standifer tn
daeed577-1829-4dac-96a2-38eaaede0e3a,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,4326,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN 4326,10069 4326 gap ooltewah rd standifer tn
f9f68a62-c826-4bbd-a0ff-593f36e954b9,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
3b12e166-fd81-4254-95f0-8543fd90cea3,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
9009e731-13cc-4168-a5d9-1128e4f1228a,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
d2671f17-61ca-494a-9784-316a9cb4f577,,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
2b00c6e0-9876-467b-8013-777a2bb054ba,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
bab93694-a77c-4702-a192-2f959cad8b5c,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
f6bf8713-6ad3-41b6-b1c9-93df915ad633,da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,,,,,101 Blackberry Ln,101 blackberry ln
ae836e72-69c4-439f-a4f6-832005267012,da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,,Birmingham,AL,35214,101 Blackberry Ln Birmingham AL,101 al birmingham blackberry ln
f33053a0-9721-45e1-8d37-ed26d7898be0,da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,3613,Birmingham,AL,35214,101 Blackberry Ln Birmingham AL 3613,101 3613 al birmingham blackberry ln
847a6584-a666-41a1-9903-4cedb46e77fd,f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,,,,101 Howard Ave,101 ave howard
d5590621-f4c4-4fea-8a53-f9a2aa00b60b,f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,Adamsville,AL,35005,101 Howard Ave Adamsville AL,101 adamsville al ave howard
22b0d01f-cff7-4d15-a2d2-eb1d63cbadfa,f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,Adamsville,AL,35005,101 Howard Ave Adamsville AL,101 adamsville al ave howard
6bfbd202-a72c-491f-8863-0f8eefb03105,,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,,,,1011 Orchard Knob Ave,1011 ave knob orchard
e72fd413-f347-49bd-ad78-8782dbe1e7a5,0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,,,,1011 Orchard Knob Ave,1011 ave knob orchard
8761fd1c-7994-4176-8772-a6ec2f737f6b,0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,Chattanooga,TN,37406,1011 Orchard Knob Ave Chattanooga TN,1011 ave chattanooga knob orchard tn
5d722037-cdc4-49f5-8c3c-c27b6b718a22,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
6947e94a-3af5-481a-80c2-c3deaed27b01,2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
906a1884-da71-43e2-b7e9-521d42111784,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,Cincinnati,OH,45205,1011 Rapid Ave Cincinnati OH,1011 ave cincinnati oh rapid
aaf4102a-4a76-4e0a-ad14-f18b5203f5cd,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
0205313e-4f8c-4ee1-8364-1a565efd5544,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
ad43dcb1-9b87-4585-a7c9-3dcfea5a337d,,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
5554f15a-9d68-470a-93b1-cf754a255eb0,0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
8181c485-1df5-493b-95f3-4535285edffa,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
88e42f46-4a46-46cb-8d57-6c84b46ee145,,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
aea9a0a2-3c3e-4af6-8bf1-29e5ec28dfeb,e7cf1995-1c28-49ce-b1b9-5f52bbc9c060,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
1583a2e7-8f20-4ab5-8753-81c7a4133db1,,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,(SFH),,,,1011 Rapid Avenue   (SFH),(sfh) 1011 avenue rapid
93fbf7a1-9c82-4fbf-8915-8e07763e4f2c,f44dd133-0053-4405-a713-fc288839ecf5,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
5f23d4a6-f987-418a-8d42-0eccbea824cb,0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
e0b04f10-e170-4ba7-b664-0a1abd558949,,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
d5ebc75e-6857-4685-97ad-bd7c6691952a,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
c8b59e85-3cc6-46ec-911b-728bb9003321,2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
d7fe7861-6994-4a67-9472-272f9b036851,59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
62775890-9813-4393-aa69-34dc655c4fc0,0c5a1c19-c904-4bcb-9ab9-642406dd8a72,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
97c0ed6d-b1be-444b-97ee-fdcd73bb6ad4,,3a45cc04-79e0-4b81-9742-ca5cad59fe23,10118 Limewood Ln,,,,,10118 Limewood Ln,10118 limewood ln
177f394f-78fa-4663-ab5f-0808e8e46f4e,,3a45cc04-79e0-4b81-9742-ca5cad59fe23,10118 Limewood Ln,,Sugar Land,TX,77498,10118 Limewood Ln Sugar Land TX,10118 land limewood ln sugar tx
9d0bb513-c6e2-444f-bb01-93c6a704b23c,170cfc59-df4d-4f64-bfc3-ab7decc1266d,10ce2520-f333-48f4-b52c-110482d3e139,1012 Belle Meade Dr,,,,,1012 Belle Meade Dr,1012 belle dr meade
275817e8-6250-40a0-906e-f51c80b6d01e,a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789,10127 Cross Valley Dr,,,,,10127 Cross Valley Dr,10127 cross dr valley
86c9ceb5-f290-453e-baad-23ea1b02cab2,a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789,10127 Cross Valley Drive,,,,,10127 Cross Valley Drive,10127 cross drive valley
30c4bcc3-5a79-42a2-8bd9-46543f3f2c5c,49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
33cc5e13-c513-4d82-8ba4-00eced13b30a,d26f5bf2-21af-4e8e-8219-a206fc4f3f9c,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
13859321-a5db-4105-a16c-530f64ad8b6a,,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
db8c96fa-0933-4986-95ae-43cb5a748fbe,49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,Tuscaloosa,AL,35401,1014 19th St Tuscaloosa AL,1014 19th al st tuscaloosa
530256c3-9070-4a7a-8da5-35e3ef4a37e2,82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23,1014 Dolly Wright St,,,,,1014 Dolly Wright St,1014 dolly st wright
b56c3838-48cd-43cd-a278-e6423f481ff5,82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23,1014 Dolly Wright St,,Houston,TX,77088,1014 Dolly Wright St Houston TX,1014 dolly houston st tx wright
705cfb99-0a01-44ec-9219-1e2521eab1ee,54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139,1015 6th Ave,,,,,1015 6th Ave,1015 6th ave
852fcc62-54e2-4f21-9d04-7b4a5b318789,54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139,1015 6th Ave,2928,Decatur,AL,35601,1015 6th Ave Decatur AL 2928,1015 2928 6th al ave decatur
b11a37ae-1893-4556-acfc-1cb7cc843c68,3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,,,,1016 13th St,1016 13th st
c9e4837d-ad48-4a96-8772-ea9d5525b5ea,,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,,,,1016 13th St,1016 13th st
35375537-01b1-4d3f-8b65-b4aabef8e05b,3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,Chattanooga,TN,37408,1016 13th St Chattanooga TN,1016 13th chattanooga st tn
4e783a03-aa0c-436e-8956-da60cc4414b5,601c3ccd-1249-49da-a900-569c7d6c2e14,10ce2520-f333-48f4-b52c-110482d3e139,1017 Oak Street,,,,,1017 Oak Street,1017 oak street
a9bac72f-0f02-4ebf-853d-d72a6d4ff9ad,c46ce9a9-b5c8-4274-813d-bd4df8ac61db,701addba-6c35-4e98-bb74-267194c36789,10174 Sorrento Pl,,,,,10174 Sorrento Pl,10174 pl sorrento
52725cc6-3636-48db-b0de-ecfeea4a1969,,701addba-6c35-4e98-bb74-267194c36789,10174 Sorrento Pl,,,,,10174 Sorrento Pl,10174 pl sorrento
ec404419-c851-4fd3-878c-febe3e3be0a3,4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,,,,1018 13th St,1018 13th st
d16128c0-9ae3-47bd-b308-416ac1a5d06d,,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,,,,1018 13th St,1018 13th st
c8ed692f-6bb1-4435-8b5e-93ff6a2ea4c0,4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,Chattanooga,TN,37408,1018 13th St Chattanooga TN,1018 13th chattanooga st tn
685ad4a6-9851-4e02-b1ad-b6d70b7d400b,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson St,,,,,102 Anderson St,102 anderson st
6764a041-f192-468b-8597-ed028fc51c72,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson St,,,,,102 Anderson St,102 anderson st
5b72fb68-58cc-422c-905c-6e5d2a4d0b8e,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson Street,,,,,102 Anderson Street,102 anderson street
