name,street_address,unit,city,state,zipcode,type,property_id,team_id
Blackstone Farms 32-202,1229 E 1500 S 202,,Provo,UT,84606,Condo,560921dd-6380-4874-a4c5-5f1ba86c62d5,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 32-302,1229 E 1500 S 302,,Provo,UT,84606,Condo,939cf0be-9a38-4fef-bd57-246b66299b34,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 33-303,1261 E 1500 S 303,,Provo,UT,84606,Condo,c92ac348-0d66-45db-b92e-b09639a60636,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 34-204,1261 E 1500 S 204,,Provo,UT,84606,Condo,39613898-7a25-4b5b-9784-c43641ecd6d7,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 34-304,1261 E 1500 S 304,,Provo,UT,84606,Condo,70cac5ff-bc8b-4063-bee9-1dceb44967d4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 34-404,1261 E 1500 S 404,,Provo,UT,84606,Condo,063c7dc8-6202-41a7-9cf0-6b3861172a32,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 35-401,1261 E 1500 S 401,,Provo,UT,84606,Condo,adb24f8b-8faf-48ed-a486-26b7d21b1ab1,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 37-402,1096 E 1500 S 402,,Provo,UT,84606,Condo,b495f22f-c11e-463b-ab20-5bbab477d21b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 38-201,1096 E 1500 S 201,,Provo,UT,84606,Condo,1159fe4a-0725-4da3-8e4a-65d4bc85dc56,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 38-401,1096 E 1500 S 401,,Provo,UT,84606,Condo,30365db9-d426-4fd1-b342-fda976b14271,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 39-204,1096 E 1500 S 204,,Provo,UT,84606,Condo,87a09433-bc19-484b-84f7-4fd1b3ee7fb4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 39-304,1096 E 1500 S 304,,Provo,UT,84606,Condo,a9d790d1-3236-4c48-90e2-22420be9785d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 39-404,1096 E 1500 S 404,,Provo,UT,84606,Condo,4803d5ed-e656-48f7-af4a-eeba81553efe,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 4-202,1341 S Spring Creek Dr 202,,Provo,UT,84606,Condo,8e299144-1c0b-4825-a0f6-3157e9ef5069,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 40-103,1096 E 1500 S 103,,Provo,UT,84606,Condo,2ae45916-605a-47f3-a24d-a34f27c78cf5,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 40-303,1096 E 1500 S 303,,Provo,UT,84606,Condo,bdd4dc34-751b-4ed2-9eb8-9cbd3d39aad3,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 41-402,1148 E 1500 S 402,,Provo,UT,84606,Condo,7a75b00d-8a0a-48c3-b2ce-0b73decd8a3c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 42-201,1148 E 1500 S 201,,Provo,UT,84606,Condo,d187318e-1f52-464c-9f44-f149b041d1f0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 43-104,1148 E 1500 S 104,,Provo,UT,84606,Condo,e3081e95-9d74-4bb9-baa5-2e59b8e2b024,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 43-204,1148 E 1500 S 204,,Provo,UT,84606,Condo,fe458f11-b20f-4daf-b6dd-cd588348feb6,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 44-203,1148 E 1500 S 203,,Provo,UT,84606,Condo,bbfa8629-b81e-4e00-8499-b9189e3bae44,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 44-403,1148 E 1500 S 403,,Provo,UT,84606,Condo,65ec252a-aa8d-45ca-bcde-6ef46e4b3e3d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 45-102,1182 E 1500 S 102,,Provo,UT,84606,Condo,fe5b4e81-8b1e-490d-94c1-0d9d225f7146,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 45-402,1182 E 1500 S 402,,Provo,UT,84606,Condo,496a1cd3-8a8c-4f42-b323-7255b60e7b2d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 46-201,1182 E 1500 S 201,,Provo,UT,84606,Condo,70a99feb-0aab-4244-ba36-3886f5a25cdf,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 47-104,1182 E 1500 S 104,,Provo,UT,84606,Condo,1d61483a-8dc9-446f-941e-67862a6d474c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 48-103,1182 E 1500 S 103,,Provo,UT,84606,Condo,3a19711d-e461-4892-b364-349a821c76e2,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 48-203,1182 E 1500 S 203,,Provo,UT,84606,Condo,8fa93529-2436-44c1-ba26-08bf7665e5d5,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 48-303,1182 E 1500 S 303,,Provo,UT,84606,Condo,913ccdd1-67e3-4997-b9e7-3739d35529ed,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 49-102,1234 E 1500 S 102,,Provo,UT,84606,Condo,04e3f71d-2833-4670-8492-27e752750f38,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 5-103,1407 S Spring Creek Dr 103,,Provo,UT,84606,Condo,83c1131b-9691-439d-b6e3-30d0fc5ac5eb,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 5-203,1407 S Spring Creek Dr 203,,Provo,UT,84606,Condo,8d92b9fd-6573-4243-a6cf-970d36e0c66d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 51-104,1234 E 1500 S 104,,Provo,UT,84606,Condo,6d80c366-3e08-41b3-89fd-5cb26e7ec137,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 51-204,1234 E 1500 S 204,,Provo,UT,84606,Condo,5e9ac2cd-e9ed-452d-954c-c6f3fb47ac54,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 51-304,1234 E 1500 S 304,,Provo,UT,84606,Condo,55bfc469-80f7-4b77-bcc0-ca4c72c4fb92,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 51-404,1234 E 1500 S 404,,Provo,UT,84606,Condo,73cf5130-e068-4174-8c3d-7de066031252,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 52-303,1234 E 1500 S 303,,Provo,UT,84606,Condo,984e1764-cc64-4c25-a449-7107ca0668d8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 52-403,1234 E 1500 S 403,,Provo,UT,84606,Condo,ba684f3c-b0aa-455d-a163-4063212b2e37,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 6-104,1407 S Spring Creek Dr 104,,Provo,UT,84606,Condo,cc34e0eb-2472-45f8-bb63-a871ee992f2e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 6-404,1407 S Spring Creek Dr 404,,Provo,UT,84606,Condo,9c486e38-cbff-4cb7-84b5-7f782f4838a0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 7-101,1407 S Spring Creek Dr 101,,Provo,UT,84606,Condo,61eb1fe5-1cdb-42e7-b558-fbfc474de6fa,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 7-301,1407 S Spring Creek Dr 301,,Provo,UT,84606,Condo,46a1ef99-b084-498c-9bf2-71b92b289057,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 7-401,1407 S Spring Creek Dr 401,,Provo,UT,84606,Condo,53942b5f-c073-44a8-961e-cf4ff3b63460,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Blackstone Farms 9-103,1449 S Spring Creek Dr 103,,Provo,UT,84606,Condo,62c97673-07b3-4de5-8918-397e79ab90eb,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 1-A,7362 W Geraint St,,Magna,UT,84044,,837609e0-f4fe-49da-8c7c-c7ed13f7ad96,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 10-B,7468 W Geraint St,,Magna,UT,84044,,cb83feed-bd4c-424a-8ce5-c0c70c972b9b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 10-C,7472 W Geraint St,,Magna,UT,84044,,cc468d66-ed9c-4e5e-b3e4-370f3a26c937,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 11-C,7484 W Geraint St,,Magna,UT,84044,,37b1e055-48bb-4db3-a000-5e4d74e483a9,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 12-B,7490 W Geraint St,,Magna,UT,84044,,3b862acf-e15b-4d4d-8c50-7524b2db7e24,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 13-A,7496 W Geraint St,,Magna,UT,84044,,5d4ae2fb-3710-429c-8853-6f7d63295fb4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 13-B,7498 W Geraint St,,Magna,UT,84044,,c268d4c1-9bd9-42ff-bcef-5114ded27fa5,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 13-C,7502 W Geraint S,,Magna,UT,84044,,19ab13a2-71c0-4837-a014-1e618782623b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 14-A,7506 W Geraint St,,Magna,UT,84044,,739d1903-11f8-4e3a-9d65-dff75d775107,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 14-B,7508 W Geraint St,,Magna,UT,84044,,cd59acb7-9e0a-49ec-98b8-46c47d3d6d12,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 14-C,7510 W Geraint St,,Magna,UT,84044,,35edf1d3-dded-4eaa-9c7f-963396c38f06,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 15-C,7524 W Geraint St,,Magna,UT,84044,,df06badd-024f-4de4-ae76-57bfdd564b01,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 16-D,7538 W Geraint St,,Magna,UT,84044,Townhouse,a12892b8-a54e-407b-b0dd-8b4efaffeabf,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 17-B,7554 W Geraint St,,Magna,UT,84044,,9c9a3b1a-7725-4ce8-b158-bec0214a57da,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 18-C,2616 S Laxey St,,Magna,UT,84044,House,23f8ed79-a35f-4c87-9bf0-71b3d5d3b902,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 2-B,7382 W Geraint St,,Magna,UT,84044,,cf1c15d0-d01c-430b-82c3-64ae39e87900,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 20-A,7533 W Laxey St,,Magna,UT,84044,,4e4c6f6d-034c-46b3-900f-cb3e3faccd5d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 20-C,7527 W Laxey St,,Magna,UT,84044,,912009f5-5e86-4d72-9648-5533100947ab,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 21-A,7519 W Laxey St,,Magna,UT,84044,Townhouse,9a908066-4d10-4c95-9045-0f28307a440c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 21-D,7509 W Laxey St,,Magna,UT,84044,Townhouse,77d9617a-3ec4-4271-9d16-1bdcf857a1d0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 22-B,7501 W Laxey St,,Magna,UT,84044,Townhouse,6dadd60d-a22d-40f2-ba9d-a14e69caef14,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 22-C,7499 W Laxey St,,Magna,UT,84044,Townhouse,aade9af9-ed7e-44a8-b478-ac9af2f1e883,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 23-A,7493 W Laxey St,,Magna,UT,84044,,1e0417d1-dca8-463a-8be8-e4c435c10ecd,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 23-B,7491 W Laxey St,,Magna,UT,84044,,0c4002bc-b890-4743-b1b2-3a163885f24b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 23-C,7489 W Laxey St,,Magna,UT,84044,,8d72c0f8-7273-4200-9744-9ec5a4e7e606,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 23-D,7487 W Laxey St,,Magna,UT,84044,,86f0ea3b-05fd-427d-9bd8-14901cd6468f,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 24-C,7479 W Laxey St,,Magna,UT,84044,,4ca68dfa-bf05-45b0-b9e8-1ebf4e99b9e2,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 25-A,7471 W Laxey St,,Magna,UT,84044,,65923947-910c-48a6-9697-6a3dc70709af,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 25-B,7469 W Laxey St,,Magna,UT,84044,,38868ced-48a1-42c8-a8bd-49b612271468,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Edge-132,1777 W Newcastle Ln #132,,Saratoga Springs,UT,84045,,b020827a-5d4e-4b95-88c3-849a3bb626f4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 26-A,7461 W Laxey St,,Magna,UT,84044,,01909cb1-85be-42cd-85b4-a8669677ec1d,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 26-C,7453 W Laxey St,,Magna,UT,84044,,bd1cd424-2ccd-4ed3-a3bf-c3c17855273b,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 27-A,7447 W Laxey St,,Magna,UT,84044,,84066045-090c-453b-873e-4c921c47fe25,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 27-C,7441 W Laxey St,,Magna,UT,84044,,d705bc32-96ae-4f1e-94cd-ee98890d480f,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 28-D,7419 W Laxey St,,Magna,UT,84044,,01dd03a1-cedb-4889-9bb3-ee8e11a1e4e1,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 29-A,7417 W Laxey St,,Magna,UT,84044,,2ddefba5-5c66-486d-9f97-12386369c895,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 29-C,7409 W Laxey St,,Magna,UT,84044,,b6005cda-19aa-4389-8f7b-585098592396,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 29-D,7407 W Laxey St,,Magna,UT,84044,,6305c9bf-6928-4d8c-bfb0-162895cabfca,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 3-A,7388 W Geraint St,,Magna,UT,84044,,a9dfab1a-3368-41e7-876b-844b87ed5ac4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 30-B,7397 W Laxey St,,Magna,UT,84044,,9cebf074-0433-4e23-92fa-652fba1afdda,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 31-D,7379 W Laxey St,,Magna,UT,84044,,66bdc8b0-f2df-4e84-b60c-7aaf8de62a80,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 32-C,7363 W Laxey St,,Magna,UT,84044,,4c473751-79aa-4c4d-9584-207f293323d8,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 32-D,7359 W Laxey St,,Magna,UT,84044,,c029e1f4-3042-462d-ad9e-77e97b99ed15,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 34-B,7327 W Laxey St,,Magna,UT,84044,,457adbdc-d414-44e0-82db-9b98708b411f,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 34-C,7323 W Laxey St,,Magna,UT,84044,,1a15013a-3894-495b-96f6-c9bb45497803,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 34-D,7317 W Laxey St,,Magna,UT,84044,,82b5ee52-8a81-405b-b8a2-3ca7c20cb7d4,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 35-A,7313 W Laxey St,,Magna,UT,84044,,bc0eb6ba-c53e-431d-98fe-8aa3f029e493,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 35-C,7307 W Laxey St,,Magna,UT,84044,,49e5bd7b-9138-4bfb-98bf-c1dc4e723330,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 36-A,2622 S Pickwick St,,Magna,UT,84044,,f9717cdd-941a-42ee-a27c-712a16e199a0,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 37-C,2616 S Pickwick St,,Magna,UT,84044,,09e635ca-3a59-473f-8450-bfa127831e87,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 37-D,2618 S Pickwick St,,Magna,UT,84044,,90d6b4ed-2cd8-4bae-a678-16fea808d0cc,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 38-C,2619 S Lesseps Ln,,Magna,UT,84044,,d54b0681-7cad-44f8-b109-1dce8c7efe12,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 39-B,2611 S Lesseps Ln,,Magna,UT,84044,,925786a1-044f-4d83-b655-ebd38281b32e,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 4-A,7404 W Geraint St,,Magna,UT,84044,,3442508c-ea96-4e56-aae0-a7d22063aa76,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 4-B,7406 W Geraint St,,Magna,UT,84044,,300ff305-01ea-4cc8-acf0-c0e1e910154c,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 4-C,7408 W Geraint St,,Magna,UT,84044,,14434bf6-3ad0-4e0c-837f-fcdc1dc91d64,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 40-B,2624 S Lesseps Ln,,Magna,UT,84044,,43f31b4b-a6f5-4c2a-93aa-5b44befd3259,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 41-A,2612 S Lesseps Ln,,Magna,UT,84044,,7568cc69-4e82-4c6a-adf1-56b12e736866,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 41-B,2614 S Lesseps Ln,,Magna,UT,84044,,4352550a-2b6a-4ebb-996b-ecaac19ecf9a,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 45-A,2614 S Oxendale Ln,,Magna,UT,84044,,fb63e822-049b-42d4-bf83-cc142e9dd856,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
Colony Farms in Magna 45-B,2616 S Oxendale Ln,,Magna,UT,84044,,52b591bc-b90d-4830-900a-62a9805f3a18,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
