property_id,team_id,street_part,unit_part,city,state,zipcode,full_address,token_set
,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,4326,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN 4326,10069 4326 gap ooltewah rd standifer tn
4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,4326,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN 4326,10069 4326 gap ooltewah rd standifer tn
236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,Ooltewah,TN,37363,10069 Standifer Gap Rd Ooltewah TN,10069 gap ooltewah rd standifer tn
,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139,10069 Standifer Gap Rd,,,,,10069 Standifer Gap Rd,10069 gap rd standifer
da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,,,,,101 Blackberry Ln,101 blackberry ln
da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,,Birmingham,AL,35214,101 Blackberry Ln Birmingham AL,101 al birmingham blackberry ln
da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139,101 Blackberry Ln,3613,Birmingham,AL,35214,101 Blackberry Ln Birmingham AL 3613,101 3613 al birmingham blackberry ln
f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,,,,101 Howard Ave,101 ave howard
f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,Adamsville,AL,35005,101 Howard Ave Adamsville AL,101 adamsville al ave howard
f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139,101 Howard Ave,,Adamsville,AL,35005,101 Howard Ave Adamsville AL,101 adamsville al ave howard
,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,,,,1011 Orchard Knob Ave,1011 ave knob orchard
0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,,,,1011 Orchard Knob Ave,1011 ave knob orchard
0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139,1011 Orchard Knob Ave,,Chattanooga,TN,37406,1011 Orchard Knob Ave Chattanooga TN,1011 ave chattanooga knob orchard tn
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,Cincinnati,OH,45205,1011 Rapid Ave Cincinnati OH,1011 ave cincinnati oh rapid
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Ave,,,,,1011 Rapid Ave,1011 ave rapid
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
,9d7b2296-f579-464b-a47d-d62b7532a9e5,,,,,,,
0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
e7cf1995-1c28-49ce-b1b9-5f52bbc9c060,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,,,,,1011 Rapid Avenue,1011 avenue rapid
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,(SFH),,,,1011 Rapid Avenue   (SFH),(sfh) 1011 avenue rapid
f44dd133-0053-4405-a713-fc288839ecf5,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
0c5a1c19-c904-4bcb-9ab9-642406dd8a72,9d7b2296-f579-464b-a47d-d62b7532a9e5,1011 Rapid Avenue,SFH,,,,1011 Rapid Avenue   SFH,1011 avenue rapid sfh
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,10118 Limewood Ln,,,,,10118 Limewood Ln,10118 limewood ln
,3a45cc04-79e0-4b81-9742-ca5cad59fe23,10118 Limewood Ln,,Sugar Land,TX,77498,10118 Limewood Ln Sugar Land TX,10118 land limewood ln sugar tx
170cfc59-df4d-4f64-bfc3-ab7decc1266d,10ce2520-f333-48f4-b52c-110482d3e139,1012 Belle Meade Dr,,,,,1012 Belle Meade Dr,1012 belle dr meade
a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789,10127 Cross Valley Dr,,,,,10127 Cross Valley Dr,10127 cross dr valley
a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789,10127 Cross Valley Drive,,,,,10127 Cross Valley Drive,10127 cross drive valley
49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
d26f5bf2-21af-4e8e-8219-a206fc4f3f9c,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,,,,1014 19th St,1014 19th st
49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139,1014 19th St,,Tuscaloosa,AL,35401,1014 19th St Tuscaloosa AL,1014 19th al st tuscaloosa
82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23,1014 Dolly Wright St,,,,,1014 Dolly Wright St,1014 dolly st wright
82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23,1014 Dolly Wright St,,Houston,TX,77088,1014 Dolly Wright St Houston TX,1014 dolly houston st tx wright
54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139,1015 6th Ave,,,,,1015 6th Ave,1015 6th ave
54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139,1015 6th Ave,2928,Decatur,AL,35601,1015 6th Ave Decatur AL 2928,1015 2928 6th al ave decatur
3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,,,,1016 13th St,1016 13th st
,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,,,,1016 13th St,1016 13th st
3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139,1016 13th St,,Chattanooga,TN,37408,1016 13th St Chattanooga TN,1016 13th chattanooga st tn
601c3ccd-1249-49da-a900-569c7d6c2e14,10ce2520-f333-48f4-b52c-110482d3e139,1017 Oak Street,,,,,1017 Oak Street,1017 oak street
c46ce9a9-b5c8-4274-813d-bd4df8ac61db,701addba-6c35-4e98-bb74-267194c36789,10174 Sorrento Pl,,,,,10174 Sorrento Pl,10174 pl sorrento
,701addba-6c35-4e98-bb74-267194c36789,10174 Sorrento Pl,,,,,10174 Sorrento Pl,10174 pl sorrento
4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,,,,1018 13th St,1018 13th st
,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,,,,1018 13th St,1018 13th st
4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139,1018 13th St,,Chattanooga,TN,37408,1018 13th St Chattanooga TN,1018 13th chattanooga st tn
9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson St,,,,,102 Anderson St,102 anderson st
9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson St,,,,,102 Anderson St,102 anderson st
9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e,102 Anderson Street,,,,,102 Anderson Street,102 anderson street
ad060a99-696e-454f-87e3-7907ea0ef5d9,10ce2520-f333-48f4-b52c-110482d3e139,1024 9th St,,,,,1024 9th St,1024 9th st
9e9f065e-1a65-4835-ba25-23e3ffae8c1d,10ce2520-f333-48f4-b52c-110482d3e139,1024 9th St,,,,,1024 9th St,1024 9th st
,10ce2520-f333-48f4-b52c-110482d3e139,1024 9th St,,,,,1024 9th St,1024 9th st
9e9f065e-1a65-4835-ba25-23e3ffae8c1d,10ce2520-f333-48f4-b52c-110482d3e139,1024 9th St,,Bessemer,AL,35020,1024 9th St Bessemer AL,1024 9th al bessemer st
af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139,1025 Mesa Dr,,,,,1025 Mesa Dr,1025 dr mesa
af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139,1025 Mesa Drive,,,,,1025 Mesa Drive,1025 drive mesa
af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139,1025 Mesa Drive,,Birmingham,AL,35235,1025 Mesa Drive Birmingham AL,1025 al birmingham drive mesa
af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139,1025 Mesa Drive,,Birmingham,AL,35235,1025 Mesa Drive Birmingham AL,1025 al birmingham drive mesa
9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3,1026 Pacific Monarch,,,,,1026 Pacific Monarch,1026 monarch pacific
9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3,1026 Pacific,,Monarch San Antonio,TX,,1026 Pacific Monarch San Antonio TX,1026 antonio monarch pacific san tx
9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3,1026 Pacific Monarch,,San Antonio,TX,78253,1026 Pacific Monarch San Antonio TX,1026 antonio monarch pacific san tx
b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,,,,1033 Rivas St,1033 rivas st
0f3b87c9-ba7d-4ac8-8575-ae64c06e115e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,"201, San Antonio, TX, 78207",,,,"1033 Rivas St   201, San Antonio, TX, 78207","1033 201, 78207 antonio, rivas san st tx,"
2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,,,,1033 Rivas St,1033 rivas st
2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,San Antonio,TX,78207,1033 Rivas St San Antonio TX,1033 antonio rivas san st tx
b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,San Antonio,TX,78207,1033 Rivas St San Antonio TX,1033 antonio rivas san st tx
2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,,,,1033 Rivas St,1033 rivas st
2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas St,,San Antonio,TX,,1033 Rivas St San Antonio TX,1033 antonio rivas san st tx
2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas Street,101,,,,1033 Rivas Street   101,101 1033 rivas street
0f3b87c9-ba7d-4ac8-8575-ae64c06e115e,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas Street,201,,,,1033 Rivas Street   201,1033 201 rivas street
b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3,1033 Rivas Street,301,,,,1033 Rivas Street   301,1033 301 rivas street
58c59776-5177-43bc-a779-d276f9ca8805,701addba-6c35-4e98-bb74-267194c36789,1033 White Station Rd,,,,,1033 White Station Rd,1033 rd station white
58c59776-5177-43bc-a779-d276f9ca8805,701addba-6c35-4e98-bb74-267194c36789,1033 White Station Rd,,,,,1033 White Station Rd,1033 rd station white
4294612d-6bc8-4ac3-bd81-74dd14235a77,10ce2520-f333-48f4-b52c-110482d3e139,1035 Gene Reed Rd,,,,,1035 Gene Reed Rd,1035 gene rd reed
4294612d-6bc8-4ac3-bd81-74dd14235a77,10ce2520-f333-48f4-b52c-110482d3e139,1035 Gene Reed Rd,,Birmingham,AL,35235,1035 Gene Reed Rd Birmingham AL,1035 al birmingham gene rd reed
8f18c11b-89df-4c3e-99fe-cba4254cb3f7,701addba-6c35-4e98-bb74-267194c36789,1039 Wingfield Rd,,,,,1039 Wingfield Rd,1039 rd wingfield
95dbd952-144e-47f3-a37c-02f68ecd47f2,e98fe8dc-75c3-4589-987a-abc9ca6b878a,104 Pinnacle Dr,,Georgetown,TX,78626,104 Pinnacle Dr Georgetown TX,104 dr georgetown pinnacle tx
5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,,,,,104 Windomere Ave,104 ave windomere
5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,101,,,,104 Windomere Ave   101,101 104 ave windomere
fc9d72c0-91b1-4cb2-b197-f1b78fdf6eff,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,102,,,,104 Windomere Ave   102,102 104 ave windomere
ca7426d6-c9a4-45ac-9aa0-89d87c620257,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,104,,,,104 Windomere Ave   104,104 ave windomere
e7580353-aa4b-493b-8276-5dfc576500d2,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,107,,,,104 Windomere Ave   107,104 107 ave windomere
a786fc49-c1d3-47bd-96da-79a48977f1aa,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,202,,,,104 Windomere Ave   202,104 202 ave windomere
9974e924-b654-4f82-808f-0591e616961e,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,205,,,,104 Windomere Ave   205,104 205 ave windomere
e7153b76-d35f-406c-938a-5d0587bfc1f2,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,207,,,,104 Windomere Ave   207,104 207 ave windomere
5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e,104 Windomere Ave,101,,,,104 Windomere Ave   101,101 104 ave windomere
