name,property_id,team_id
10015A E Alondra Blvd 14,,a8980a28-d78f-447f-bba4-1715e30c8615
1002 Lauren Cir E,62fe39e1-5c0a-440f-9cbb-99e3158cecce,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd,6c4267f1-f128-42ad-9520-239e4aec1713,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd,,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd - A,,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd - A,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd - A, Ooltewah, TN, 37363",,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd - B,47864404-006d-4733-b8db-b6b3303f9d8a,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd - B,,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd - C,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd - C, Ooltewah, TN, 37363",236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd - C, Ooltewah, TN, 37363",,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd A,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd A,,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd Apt A Ooltewah, TN 37363",,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd Apt A Ooltewah, TN 37363",4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd Apt A Ooltewah, TN 37363-4326",,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd Apt A Ooltewah, TN 37363-4326",4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
"10069 Standifer Gap Rd Apt C Ooltewah, TN 37363",236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd C,,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd C,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd unit A,,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd unit A,4038d19b-68cc-42b5-a0f9-438a5e81be07,10ce2520-f333-48f4-b52c-110482d3e139
10069 Standifer Gap Rd unit C,236ecbd1-0fb7-42ec-a2af-bb3abafc7d04,10ce2520-f333-48f4-b52c-110482d3e139
101 Blackberry Ln,da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139
"101 Blackberry Ln Birmingham, AL 35214",da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139
"101 Blackberry Ln Birmingham, AL 35214-3613",da798163-7767-45ba-b6cc-ed9e4711e621,10ce2520-f333-48f4-b52c-110482d3e139
101 Howard Ave,f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139
"101 Howard Ave Adamsville, AL 35005",f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139
"101 Howard Ave, Adamsville, AL, 35005",f6e9d542-5d58-45d3-b35d-aa203e685546,10ce2520-f333-48f4-b52c-110482d3e139
1011 N Orchard Knob Ave,,10ce2520-f333-48f4-b52c-110482d3e139
1011 N Orchard Knob Ave,0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139
"1011 N Orchard Knob Ave, Chattanooga, TN, 37406",0c7cf7f3-5823-4231-af84-6d183b2ef73d,10ce2520-f333-48f4-b52c-110482d3e139
1011 Rapid Ave,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Ave,2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5
"1011 Rapid Ave Unit Sfh Cincinnati, OH 45205",c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Ave unit SFH,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Ave: 3 Beds 1 Bath,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Ave: 3 Beds 1 Bath,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue,0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue,e7cf1995-1c28-49ce-b1b9-5f52bbc9c060,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - (SFH),,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,f44dd133-0053-4405-a713-fc288839ecf5,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,0a9daded-5597-4d68-8d1a-923f4cccc92c,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,c8bdeaf8-dca5-483f-ac21-bccd97878469,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5
1011 Rapid Avenue - SFH,0c5a1c19-c904-4bcb-9ab9-642406dd8a72,9d7b2296-f579-464b-a47d-d62b7532a9e5
10118 Limewood Ln,,3a45cc04-79e0-4b81-9742-ca5cad59fe23
"10118 Limewood Ln, Sugar Land, TX, 77498",,3a45cc04-79e0-4b81-9742-ca5cad59fe23
1012 Belle Meade Dr,170cfc59-df4d-4f64-bfc3-ab7decc1266d,10ce2520-f333-48f4-b52c-110482d3e139
10127 Cross Valley Dr,a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789
10127 Cross Valley Drive,a18ba041-945c-40ca-b8f7-c60dabec8ef0,701addba-6c35-4e98-bb74-267194c36789
1014 19th St,49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139
1014 19th St,d26f5bf2-21af-4e8e-8219-a206fc4f3f9c,10ce2520-f333-48f4-b52c-110482d3e139
1014 19th St,,10ce2520-f333-48f4-b52c-110482d3e139
"1014 19th St Tuscaloosa, AL 35401",49ae4958-e33c-4872-8298-f63f6d394245,10ce2520-f333-48f4-b52c-110482d3e139
1014 Dolly Wright St,82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23
"1014 Dolly Wright St, Houston, TX, 77088",82ada56d-1d46-4b8c-9b6b-7af3481bf44e,3a45cc04-79e0-4b81-9742-ca5cad59fe23
1015 6th Ave SW,54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139
"1015 6th Ave SW Decatur, AL 35601-2928",54ea7f82-a762-469d-99b6-c5d07a2a7ec2,10ce2520-f333-48f4-b52c-110482d3e139
1016 E 13th St,3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139
1016 E 13th St,,10ce2520-f333-48f4-b52c-110482d3e139
"1016 E 13th St Chattanooga, TN 37408",3741e43b-f7f2-4ea7-9ce2-a66a1af6e932,10ce2520-f333-48f4-b52c-110482d3e139
1017 Oak Street,601c3ccd-1249-49da-a900-569c7d6c2e14,10ce2520-f333-48f4-b52c-110482d3e139
10174 Sorrento Pl,c46ce9a9-b5c8-4274-813d-bd4df8ac61db,701addba-6c35-4e98-bb74-267194c36789
10174 Sorrento Pl,,701addba-6c35-4e98-bb74-267194c36789
1018 E 13th St,4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139
1018 E 13th St,,10ce2520-f333-48f4-b52c-110482d3e139
"1018 E 13th St Chattanooga, TN 37408",4adf4b1a-4f8d-4cd2-8883-dd1a347a58ff,10ce2520-f333-48f4-b52c-110482d3e139
102 Anderson St,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e
102 Anderson St ,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e
102 Anderson Street,9e974501-b545-4133-b306-1c56e3a7f2bb,685e0d3a-257a-49d4-ba42-cd4ffedb219e
1024 9th St N,ad060a99-696e-454f-87e3-7907ea0ef5d9,10ce2520-f333-48f4-b52c-110482d3e139
1024 9th St N,9e9f065e-1a65-4835-ba25-23e3ffae8c1d,10ce2520-f333-48f4-b52c-110482d3e139
1024 9th St N,,10ce2520-f333-48f4-b52c-110482d3e139
"1024 9th St N Bessemer, AL 35020",9e9f065e-1a65-4835-ba25-23e3ffae8c1d,10ce2520-f333-48f4-b52c-110482d3e139
1025 Mesa Dr,af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139
1025 Mesa Drive,af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139
"1025 Mesa Drive Birmingham, AL 35235",af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139
"1025 Mesa Drive, Birmingham, AL, 35235",af654037-54ed-4797-af36-fe5bac727880,10ce2520-f333-48f4-b52c-110482d3e139
1026 Pacific Monarch,9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1026 Pacific Monarch San Antonio, TX",9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1026 Pacific Monarch, San Antonio, TX 78253",9d7b4c27-3464-415f-972d-581e6b2db4da,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas St,b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1033 Rivas St #201, San Antonio, TX, 78207",0f3b87c9-ba7d-4ac8-8575-ae64c06e115e,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas St Unit 101,2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1033 Rivas St Unit 101, San Antonio, TX 78207",2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1033 Rivas St Unit 301, San Antonio, TX 78207",b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas St unit 101,2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3
"1033 Rivas St unit 101 San Antonio, TX",2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas Street - 101,2388966b-6d03-460b-905d-9ad0822bdd5e,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas Street - 201,0f3b87c9-ba7d-4ac8-8575-ae64c06e115e,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 Rivas Street - 301,b237d5ee-9941-4c08-91aa-10b86ed2e9f9,de209b69-f227-4ae2-b44b-a4df479c4eb3
1033 S White Station Rd,58c59776-5177-43bc-a779-d276f9ca8805,701addba-6c35-4e98-bb74-267194c36789
1033 S. White Station Rd,58c59776-5177-43bc-a779-d276f9ca8805,701addba-6c35-4e98-bb74-267194c36789
1035 Gene Reed Rd,4294612d-6bc8-4ac3-bd81-74dd14235a77,10ce2520-f333-48f4-b52c-110482d3e139
"1035 Gene Reed Rd, Birmingham, AL, 35235",4294612d-6bc8-4ac3-bd81-74dd14235a77,10ce2520-f333-48f4-b52c-110482d3e139
1039 Wingfield Rd,8f18c11b-89df-4c3e-99fe-cba4254cb3f7,701addba-6c35-4e98-bb74-267194c36789
"104 Pinnacle Dr, Georgetown, TX 78626",95dbd952-144e-47f3-a37c-02f68ecd47f2,e98fe8dc-75c3-4589-987a-abc9ca6b878a
104 S Windomere Ave,5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #101,5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #102,fc9d72c0-91b1-4cb2-b197-f1b78fdf6eff,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #104,ca7426d6-c9a4-45ac-9aa0-89d87c620257,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #107,e7580353-aa4b-493b-8276-5dfc576500d2,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #202,a786fc49-c1d3-47bd-96da-79a48977f1aa,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #205,9974e924-b654-4f82-808f-0591e616961e,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave #207,e7153b76-d35f-406c-938a-5d0587bfc1f2,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave - 101,5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave - 105,729d4d8b-9c26-45af-b190-8509157f15a9,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave - 206,1a48ac7e-b9c3-4f38-9a17-8edc40a229fc,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave - 207,e7153b76-d35f-406c-938a-5d0587bfc1f2,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 101,5ed12078-797e-41ce-bc43-a45a50ec776e,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 102,fc9d72c0-91b1-4cb2-b197-f1b78fdf6eff,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 106,e58e57be-8400-4211-a852-6a2948bd0bf7,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 107,e7580353-aa4b-493b-8276-5dfc576500d2,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 206,1a48ac7e-b9c3-4f38-9a17-8edc40a229fc,685e0d3a-257a-49d4-ba42-cd4ffedb219e
104 S Windomere Ave 207,e7153b76-d35f-406c-938a-5d0587bfc1f2,685e0d3a-257a-49d4-ba42-cd4ffedb219e
"104 S Windomere Ave Unit 202 Dallas, TX 75208",a786fc49-c1d3-47bd-96da-79a48977f1aa,685e0d3a-257a-49d4-ba42-cd4ffedb219e
"104 S Windomere Ave, Dallas, TX, 75208, US",1a48ac7e-b9c3-4f38-9a17-8edc40a229fc,685e0d3a-257a-49d4-ba42-cd4ffedb219e
"104 S Windomere Ave, Dallas, TX, 75208, US",,685e0d3a-257a-49d4-ba42-cd4ffedb219e
1043 Nolan Ln,,701addba-6c35-4e98-bb74-267194c36789
1043 Nolan Ln,e3f42638-66ac-48bc-84f2-8d8ad5b79c02,701addba-6c35-4e98-bb74-267194c36789
1043 Nolan Ln,afd79a83-6239-4470-9082-220c95ff8c3f,701addba-6c35-4e98-bb74-267194c36789
"1048 Rosemont Ave #4, Cincinnati, OH, 45205",,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave,b103c413-8b84-4194-9e5d-9c81a1f65b7b,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave,83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave,59330c7e-b56d-4721-b2e7-c0b9bc4d6436,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 1,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 2,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 2,83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 2,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 3,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,886ec2e4-264e-4077-8b60-390ed9d66429,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,ca06c6ee-b5b6-401f-86b8-662f536cb50d,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,83c06a45-751c-4459-ad6c-dece5b0ffdec,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,ac50f577-3cdc-41b7-9788-84d9a6f0fb04,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,74c1c9db-926a-41c3-bcb8-2c2b40e75e08,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,b103c413-8b84-4194-9e5d-9c81a1f65b7b,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave - 4,2c9ddd04-98dd-441a-9029-5066a8230db1,9d7b2296-f579-464b-a47d-d62b7532a9e5
"1048 Rosemont Ave Apt 2 Cincinnati, OH 45205",f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
"1048 Rosemont Ave Apt 4 Cincinnati, OH 45205",f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave unit 1,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave unit 4,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
"1048 Rosemont Ave, Unit 4",,9d7b2296-f579-464b-a47d-d62b7532a9e5
"1048 Rosemont Ave, Unit 4",f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave: 1 Bed 1 Bath,f0c042fa-6aba-4645-b944-e5ae97f4f1d1,9d7b2296-f579-464b-a47d-d62b7532a9e5
1048 Rosemont Ave: 1 Bed 1 Bath,f44dd133-0053-4405-a713-fc288839ecf5,9d7b2296-f579-464b-a47d-d62b7532a9e5
105 14th Ct NW,1c782602-2785-4559-a5de-1325e928d932,10ce2520-f333-48f4-b52c-110482d3e139
"105 14th Ct NW Center Point, AL 35215",1c782602-2785-4559-a5de-1325e928d932,10ce2520-f333-48f4-b52c-110482d3e139
"105 14th Ct NW Center Point, AL 35215-6119",1c782602-2785-4559-a5de-1325e928d932,10ce2520-f333-48f4-b52c-110482d3e139
105 Lewis Dr,3093d24d-a6e3-4fd1-ab59-f6963e76902a,10ce2520-f333-48f4-b52c-110482d3e139
"105 Lewis Dr Hueytown, AL 35023-2624",3093d24d-a6e3-4fd1-ab59-f6963e76902a,10ce2520-f333-48f4-b52c-110482d3e139
1056 Colony St,da0fd153-6c14-494c-a81a-a1748d726a93,685e0d3a-257a-49d4-ba42-cd4ffedb219e
"106 San Saba Ave, Benbrook, TX, 76126",,3a45cc04-79e0-4b81-9742-ca5cad59fe23
1063-1065 Bedford Avenue,,9d7b2296-f579-464b-a47d-d62b7532a9e5
10651 Tibbs Cir 3,4ddd95eb-edad-4025-93ec-74a759f2fd95,a8980a28-d78f-447f-bba4-1715e30c8615
10651 Tibbs Cir 8,9962258a-f3cc-44e5-a99b-638b5beb73a3,a8980a28-d78f-447f-bba4-1715e30c8615
107 Booker Palm,c81d2142-1e73-43f2-830a-b418b1df817d,de209b69-f227-4ae2-b44b-a4df479c4eb3
"107 E 700 N, Vineyard, UT 84059 - 3BD | 2.5BA |",,5c7aff2f-1a49-4dd3-a1fa-a7622f260133
10772 Palma Vista Ave 1,,a8980a28-d78f-447f-bba4-1715e30c8615
10772 Palma Vista Ave 2,3c13e576-c776-4c97-9aab-e4b5de68f5fe,a8980a28-d78f-447f-bba4-1715e30c8615
10772 Palma Vista Ave 2,37671db7-4dd1-41d8-97c2-b2642a3f2394,a8980a28-d78f-447f-bba4-1715e30c8615
10772 Palma Vista Ave 2,,a8980a28-d78f-447f-bba4-1715e30c8615
108 Self St,29a0a844-9abc-4789-a028-4a1225d29af5,10ce2520-f333-48f4-b52c-110482d3e139
"108 Self St Hanceville, AL 35077",29a0a844-9abc-4789-a028-4a1225d29af5,10ce2520-f333-48f4-b52c-110482d3e139
"108 Self St, Hanceville, AL, 35077",29a0a844-9abc-4789-a028-4a1225d29af5,10ce2520-f333-48f4-b52c-110482d3e139
